1.5562671425327388	2.87847832980303	0
2.73283767362	1.87272728289894272676	1
1.5562673388	2.832980303	0
2.7385526767362	1.878228272676	1
1.556637373388	2.8392280303	0
2.7338334767362	1.87328228272676	1
1.5566242373388	2.83911820303	0
2.7383767362	1.8783228272676	1
1.556673388	2.8398032403	0
2.7383767362	1.87828272676	1
1.5566733388	2.83980303	0
2.7526627362	1.878282674372676	1
1.55667335588	2.83980303	0
2.738376736662	1.878228272676	1
1.556673388	2.83980303	0
2.7383767362	1.87826738272676	1
1.556673388	2.83980303	0
2.7383767362	1.872828272676	1
1.55667323388	2.83980377367303	0
2.738377365326767362	1.87828272676	1
1.556673388	2.83980303	0
2.7383767362	1.872821128272676	1
1.556673388	2.83980303	0
2.738376213147362	1.878282272676	1
1.556673388	2.83980303	0
2.7383767362	1.87828272676	1
1.556673388	2.83980303	0
2.738232767362	1.875828272676	1
1.556673388	2.83980303	0
2.73283767362	1.878528272676	1
1.5566723388	2.83980303	0
2.73837267362	1.878528272676	1
1.556673388	2.83980303	0
2.73823767362	1.878528272676	1
1.556673388	2.83980353	0
2.7383767362	1.878258272676	1
1.556673388	2.839803503	0
2.7383767362	1.878281272676	1
1.556673388	2.839803013	0
2.7383763362	1.878282272676	1
